Voltage (V),Current (A),Brightness Current (A)
-4.320300E+00,-2.186690E-05,+1.48079532E-06
-4.348700E+00,-2.325970E-05,+1.57972027E-06
-4.377200E+00,-2.471400E-05,+1.68331766E-06
-4.406000E+00,-2.624860E-05,+1.78781850E-06
-4.434900E+00,-2.785210E-05,+1.89442000E-06
-4.464100E+00,-2.953850E-05,+2.01250584E-06
-4.493400E+00,-3.129890E-05,+2.13256209E-06
-4.522900E+00,-3.314270E-05,+2.25846305E-06
-4.552600E+00,-3.507550E-05,+2.39394445E-06
-4.582600E+00,-3.710370E-05,+2.53339714E-06
-4.612700E+00,-3.922190E-05,+2.67989730E-06
-4.643000E+00,-4.143550E-05,+2.83400750E-06
-4.673500E+00,-4.375360E-05,+2.99035692E-06
-4.704200E+00,-4.617900E-05,+3.16085669E-06
-4.735100E+00,-4.871060E-05,+3.33840946E-06
-4.766200E+00,-5.136320E-05,+3.52296535E-06
-4.797500E+00,-5.413260E-05,+3.71710723E-06
-4.829000E+00,-5.702650E-05,+3.91682223E-06
-4.860800E+00,-6.006090E-05,+4.12428583E-06
-4.892700E+00,-6.321650E-05,+4.34430073E-06
-4.924800E+00,-6.651980E-05,+4.57670065E-06
-4.957200E+00,-6.997680E-05,+4.81544689E-06
-4.989800E+00,-7.358990E-05,+5.07232308E-06
-5.022500E+00,-7.734980E-05,+5.33029672E-06
-5.055500E+00,-8.128870E-05,+5.60703217E-06
-5.088800E+00,-8.541550E-05,+5.89048530E-06
-5.122200E+00,-8.970860E-05,+6.19276400E-06
-5.155900E+00,-9.421220E-05,+6.51086414E-06
-5.189700E+00,-9.889690E-05,+6.83531614E-06
-5.223800E+00,-1.038002E-04,+7.17404875E-06
-5.258100E+00,-1.089170E-04,+7.53255193E-06
-5.292700E+00,-1.142750E-04,+7.90717864E-06
-5.327500E+00,-1.198750E-04,+8.29268831E-06
-5.362500E+00,-1.257190E-04,+8.70671207E-06
-5.397700E+00,-1.318260E-04,+9.12584060E-06
-5.433200E+00,-1.382230E-04,+9.56764127E-06
-5.468900E+00,-1.448940E-04,+1.00279710E-05
-5.504800E+00,-1.518640E-04,+1.05105710E-05
-5.541000E+00,-1.591650E-04,+1.10130996E-05
-5.577400E+00,-1.667940E-04,+1.15403344E-05
-5.614000E+00,-1.747630E-04,+1.20842277E-05
-5.650900E+00,-1.831090E-04,+1.26538304E-05
-5.688000E+00,-1.918160E-04,+1.32529449E-05
-5.725400E+00,-2.009490E-04,+1.38772009E-05
-5.763000E+00,-2.104860E-04,+1.45204542E-05
-5.800900E+00,-2.204760E-04,+1.51956912E-05
-5.839000E+00,-2.309160E-04,+1.59025130E-05
-5.877300E+00,-2.418150E-04,+1.66358730E-05
-5.916000E+00,-2.532590E-04,+1.74088627E-05
-5.954800E+00,-2.651890E-04,+1.81986495E-05
-5.994000E+00,-2.777140E-04,+1.90360086E-05
-6.033300E+00,-2.907620E-04,+1.99011807E-05
-6.073000E+00,-3.044290E-04,+2.08041786E-05
-6.112900E+00,-3.187290E-04,+2.17451684E-05
-6.153000E+00,-3.336470E-04,+2.27280273E-05
-6.193500E+00,-3.492930E-04,+2.37414954E-05
-6.234200E+00,-3.656390E-04,+2.48079538E-05
-6.275100E+00,-3.826910E-04,+2.59040904E-05
-6.316300E+00,-4.005390E-04,+2.70582527E-05
-6.357800E+00,-4.191950E-04,+2.82510112E-05
-6.399600E+00,-4.387070E-04,+2.94977190E-05
-6.441700E+00,-4.591190E-04,+3.07906994E-05
-6.484000E+00,-4.803820E-04,+3.21325909E-05
-6.526600E+00,-5.026310E-04,+3.35280380E-05
-6.569500E+00,-5.258670E-04,+3.49743278E-05
-6.612600E+00,-5.501010E-04,+3.64786101E-05
-6.656100E+00,-5.754810E-04,+3.80412537E-05
-6.699800E+00,-6.019140E-04,+3.96655258E-05
-6.743800E+00,-6.295440E-04,+4.13491928E-05
-6.788100E+00,-6.583840E-04,+4.30928228E-05
-6.832700E+00,-6.885040E-04,+4.48996860E-05
-6.877600E+00,-7.199770E-04,+4.67829045E-05
-6.922800E+00,-7.528070E-04,+4.87295225E-05
-6.968300E+00,-7.870790E-04,+5.07507555E-05
-7.014100E+00,-8.228570E-04,+5.28386968E-05
-7.060200E+00,-8.602230E-04,+5.50145111E-05
-7.106500E+00,-8.991410E-04,+5.72556620E-05
-7.153200E+00,-9.397810E-04,+5.95848189E-05
-7.200200E+00,-9.822130E-04,+6.19941695E-05
-7.247500E+00,-1.026497E-03,+6.44920248E-05
-7.295200E+00,-1.072920E-03,+6.70746881E-05
-7.343100E+00,-1.121080E-03,+6.97584047E-05
-7.391300E+00,-1.171430E-03,+7.25341706E-05
-7.439900E+00,-1.224030E-03,+7.53993088E-05
-7.488800E+00,-1.278940E-03,+7.83692472E-05
-7.538000E+00,-1.336210E-03,+8.14458896E-05
-7.587500E+00,-1.396020E-03,+8.46240594E-05
-7.637300E+00,-1.458450E-03,+8.79212849E-05
-7.687500E+00,-1.523720E-03,+9.13276478E-05
-7.738000E+00,-1.591870E-03,+9.48464237E-05
-7.788900E+00,-1.663150E-03,+9.85036823E-05
-7.840000E+00,-1.737400E-03,+1.02270319E-04
-7.891600E+00,-1.815210E-03,+1.06179311E-04
-7.943400E+00,-1.896350E-03,+1.10215775E-04
-7.995600E+00,-1.981210E-03,+1.14397433E-04
-8.048100E+00,-2.069870E-03,+1.18711736E-04
-8.101000E+00,-2.162680E-03,+1.23283768E-04
-8.154200E+00,-2.259680E-03,+1.27819172E-04
-8.207800E+00,-2.361190E-03,+1.32607718E-04
-8.261700E+00,-2.467300E-03,+1.37548278E-04
-8.316000E+00,-2.578420E-03,+1.42673735E-04
-8.370600E+00,-2.694650E-03,+1.47960921E-04
-8.425600E+00,-2.816370E-03,+1.53446163E-04
-8.481000E+00,-2.944020E-03,+1.59117971E-04
-8.536700E+00,-3.077550E-03,+1.64973311E-04
-8.592800E+00,-3.217570E-03,+1.71046635E-04
-8.649300E+00,-3.364430E-03,+1.77334509E-04
-8.706100E+00,-3.518200E-03,+1.83819898E-04
-8.763300E+00,-3.679550E-03,+1.90536800E-04
-8.820900E+00,-3.848860E-03,+1.97491955E-04
-8.878800E+00,-4.026490E-03,+2.04673273E-04
-8.937200E+00,-4.213290E-03,+2.12125461E-04
-8.995900E+00,-4.409200E-03,+2.19834903E-04
-9.055000E+00,-4.615080E-03,+2.27804394E-04
-9.114500E+00,-4.831670E-03,+2.36059483E-04
-9.174400E+00,-5.059340E-03,+2.44596864E-04
-9.234600E+00,-5.298640E-03,+2.53422243E-04
-9.295300E+00,-5.550750E-03,+2.62579994E-04
-9.356400E+00,-5.816560E-03,+2.72062104E-04
-9.417900E+00,-6.096290E-03,+2.81874111E-04
-9.479700E+00,-6.390910E-03,+2.92020628E-04
-9.542000E+00,-6.702040E-03,+3.02538550E-04
-9.604700E+00,-7.030020E-03,+3.13431707E-04
-9.667800E+00,-7.376560E-03,+3.24719373E-04
-9.731300E+00,-7.742640E-03,+3.36403113E-04
-9.795300E+00,-8.130020E-03,+3.48526595E-04
-9.859600E+00,-8.539500E-03,+3.61068425E-04
-9.924400E+00,-8.973650E-03,+3.74090431E-04
-9.989600E+00,-9.433070E-03,+3.87569814E-04
-1.005520E+01,-9.920150E-03,+4.01550972E-04
-1.012130E+01,-1.043686E-02,+4.16037282E-04
-1.018780E+01,-1.098660E-02,+4.31069109E-04
-1.025470E+01,-1.156940E-02,+4.46636301E-04
-1.032210E+01,-1.218910E-02,+4.62791851E-04
-1.038990E+01,-1.284900E-02,+4.79542892E-04
-1.045820E+01,-1.355290E-02,+4.96922823E-04
-1.052690E+01,-1.430350E-02,+5.14944057E-04
-1.059610E+01,-1.510420E-02,+5.33639521E-04
-1.066570E+01,-1.595980E-02,+5.53006501E-04
-1.073580E+01,-1.687490E-02,+5.73090844E-04
-1.080630E+01,-1.785390E-02,+5.93872553E-04
-1.087730E+01,-1.890260E-02,+6.15418629E-04
-1.094880E+01,-2.002720E-02,+6.37698932E-04
-1.102070E+01,-2.123300E-02,+6.60744074E-04
-1.109310E+01,-2.252830E-02,+6.84533589E-04
-1.116600E+01,-2.391960E-02,+7.09068476E-04
-1.123930E+01,-2.541380E-02,+7.34304569E-04
-1.131320E+01,-2.702080E-02,+7.60238861E-04
-1.138750E+01,-2.875010E-02,+7.86804709E-04
-1.146230E+01,-3.060920E-02,+8.13919047E-04
-1.153760E+01,-3.260470E-02,+8.41496136E-04
-1.161340E+01,-3.474850E-02,+8.69390642E-04
-1.168970E+01,-3.704150E-02,+8.97470147E-04
-1.176650E+01,-3.948840E-02,+9.25470564E-04
-1.184390E+01,-4.204850E-02,+9.52461876E-04
-1.192170E+01,-4.413040E-02,+9.60891630E-04
"-1.200000E+01
","-4.566250E-02
","+9.49993446E-04
"
