Voltage (V),Current (A),Brightness Current (A)
-5.053800E+00,-3.069070E-05,+1.73877173E-06
-5.081700E+00,-3.260080E-05,+1.84133542E-06
-5.109700E+00,-3.459710E-05,+1.94873783E-06
-5.138000E+00,-3.669620E-05,+2.07220002E-06
-5.166300E+00,-3.888250E-05,+2.18745080E-06
-5.194900E+00,-4.117110E-05,+2.31368432E-06
-5.223600E+00,-4.356080E-05,+2.44646091E-06
-5.252400E+00,-4.605050E-05,+2.58110815E-06
-5.281400E+00,-4.865060E-05,+2.72353170E-06
-5.310600E+00,-5.136990E-05,+2.87340455E-06
-5.339900E+00,-5.419720E-05,+3.02638128E-06
-5.369400E+00,-5.714890E-05,+3.18362861E-06
-5.399100E+00,-6.023680E-05,+3.36027516E-06
-5.428900E+00,-6.344280E-05,+3.53752308E-06
-5.458900E+00,-6.678790E-05,+3.71610679E-06
-5.489000E+00,-7.026800E-05,+3.90821175E-06
-5.519400E+00,-7.391000E-05,+4.10305200E-06
-5.549800E+00,-7.767810E-05,+4.30086587E-06
-5.580500E+00,-8.162240E-05,+4.51734180E-06
-5.611300E+00,-8.572390E-05,+4.73618720E-06
-5.642300E+00,-8.999180E-05,+4.96748691E-06
-5.673500E+00,-9.443890E-05,+5.20793473E-06
-5.704800E+00,-9.906110E-05,+5.45102085E-06
-5.736300E+00,-1.038714E-04,+5.70866193E-06
-5.768000E+00,-1.088920E-04,+5.97274632E-06
-5.799900E+00,-1.141170E-04,+6.24931827E-06
-5.831900E+00,-1.195340E-04,+6.53437045E-06
-5.864100E+00,-1.251820E-04,+6.83230926E-06
-5.896500E+00,-1.310660E-04,+7.14861082E-06
-5.929100E+00,-1.371980E-04,+7.46524771E-06
-5.961800E+00,-1.435630E-04,+7.79873975E-06
-5.994700E+00,-1.501920E-04,+8.14495768E-06
-6.027900E+00,-1.571100E-04,+8.50428949E-06
-6.061200E+00,-1.642980E-04,+8.87487839E-06
-6.094600E+00,-1.717710E-04,+9.26175710E-06
-6.128300E+00,-1.795640E-04,+9.66623367E-06
-6.162100E+00,-1.876680E-04,+1.00858971E-05
-6.196200E+00,-1.961310E-04,+1.05200184E-05
-6.230400E+00,-2.049140E-04,+1.09652888E-05
-6.264800E+00,-2.140580E-04,+1.14341320E-05
-6.299400E+00,-2.235870E-04,+1.19198359E-05
-6.334200E+00,-2.335060E-04,+1.24203940E-05
-6.369200E+00,-2.438440E-04,+1.29402184E-05
-6.404400E+00,-2.545980E-04,+1.34852839E-05
-6.439700E+00,-2.657740E-04,+1.40445690E-05
-6.475300E+00,-2.774380E-04,+1.46233864E-05
-6.511100E+00,-2.895940E-04,+1.52287115E-05
-6.547000E+00,-3.022010E-04,+1.58520335E-05
-6.583200E+00,-3.153640E-04,+1.65007601E-05
-6.619600E+00,-3.290670E-04,+1.71763991E-05
-6.656100E+00,-3.432960E-04,+1.78711961E-05
-6.692900E+00,-3.581480E-04,+1.85921073E-05
-6.729900E+00,-3.736170E-04,+1.93441958E-05
-6.767000E+00,-3.896660E-04,+2.01172548E-05
-6.804400E+00,-4.064030E-04,+2.09236362E-05
-6.842000E+00,-4.238160E-04,+2.17533161E-05
-6.879800E+00,-4.419440E-04,+2.26180863E-05
-6.917800E+00,-4.608060E-04,+2.35151729E-05
-6.956000E+00,-4.804040E-04,+2.44373012E-05
-6.994400E+00,-5.007970E-04,+2.53921809E-05
-7.033000E+00,-5.220240E-04,+2.63850193E-05
-7.071900E+00,-5.441350E-04,+2.74135828E-05
-7.110900E+00,-5.670810E-04,+2.84775664E-05
-7.150200E+00,-5.909770E-04,+2.95776105E-05
-7.189700E+00,-6.158350E-04,+3.07134767E-05
-7.229400E+00,-6.416750E-04,+3.18935813E-05
-7.269400E+00,-6.686110E-04,+3.31105750E-05
-7.309500E+00,-6.965230E-04,+3.43674674E-05
-7.349900E+00,-7.256160E-04,+3.56682935E-05
-7.390500E+00,-7.558740E-04,+3.70151262E-05
-7.431300E+00,-7.872790E-04,+3.84127433E-05
-7.472300E+00,-8.199410E-04,+3.98450767E-05
-7.513600E+00,-8.539360E-04,+4.13317335E-05
-7.555100E+00,-8.892950E-04,+4.28728079E-05
-7.596800E+00,-9.259930E-04,+4.44488702E-05
-7.638800E+00,-9.642290E-04,+4.60968482E-05
-7.681000E+00,-1.003972E-03,+4.77884633E-05
-7.723400E+00,-1.045241E-03,+4.95367991E-05
-7.766100E+00,-1.088360E-03,+5.13519735E-05
-7.809000E+00,-1.132940E-03,+5.32125559E-05
-7.852100E+00,-1.179340E-03,+5.51467861E-05
-7.895500E+00,-1.227590E-03,+5.71386764E-05
-7.939100E+00,-1.277780E-03,+5.91964714E-05
-7.982900E+00,-1.329900E-03,+6.13175993E-05
-8.027000E+00,-1.384180E-03,+6.35088028E-05
-8.071400E+00,-1.440670E-03,+6.57775977E-05
-8.115900E+00,-1.499260E-03,+6.81150353E-05
-8.160800E+00,-1.560350E-03,+7.05310287E-05
-8.205800E+00,-1.623750E-03,+7.30253784E-05
-8.251200E+00,-1.689840E-03,+7.55997610E-05
-8.296700E+00,-1.758440E-03,+7.82519290E-05
-8.342600E+00,-1.830030E-03,+8.09951098E-05
-8.388600E+00,-1.904240E-03,+8.38247918E-05
-8.435000E+00,-1.981640E-03,+8.67431145E-05
-8.481600E+00,-2.062130E-03,+8.97641699E-05
-8.528400E+00,-2.145830E-03,+9.28704240E-05
-8.575500E+00,-2.232980E-03,+9.60840833E-05
-8.622900E+00,-2.323740E-03,+9.93944616E-05
-8.670500E+00,-2.418140E-03,+1.02810907E-04
-8.718400E+00,-2.516520E-03,+1.06349647E-04
-8.766600E+00,-2.618980E-03,+1.09988582E-04
-8.815000E+00,-2.725610E-03,+1.13750574E-04
-8.863700E+00,-2.836650E-03,+1.17628452E-04
-8.912600E+00,-2.952290E-03,+1.21737800E-04
-8.961800E+00,-3.072770E-03,+1.25767888E-04
-9.011300E+00,-3.198330E-03,+1.30030251E-04
-9.061100E+00,-3.329270E-03,+1.34434872E-04
-9.111200E+00,-3.465920E-03,+1.38982230E-04
-9.161500E+00,-3.608080E-03,+1.43673752E-04
-9.212100E+00,-3.756360E-03,+1.48505869E-04
-9.263000E+00,-3.911140E-03,+1.53507960E-04
-9.314100E+00,-4.072370E-03,+1.58648312E-04
-9.365600E+00,-4.240850E-03,+1.63973325E-04
-9.417300E+00,-4.416440E-03,+1.69463243E-04
-9.469300E+00,-4.599720E-03,+1.75123633E-04
-9.521600E+00,-4.791210E-03,+1.80981644E-04
-9.574200E+00,-4.991120E-03,+1.87011599E-04
-9.627100E+00,-5.200040E-03,+1.93252594E-04
-9.680300E+00,-5.418280E-03,+1.99684531E-04
-9.733700E+00,-5.645970E-03,+2.06321370E-04
-9.787500E+00,-5.884380E-03,+2.13179166E-04
-9.841600E+00,-6.133630E-03,+2.20259156E-04
-9.895900E+00,-6.393910E-03,+2.27565441E-04
-9.950600E+00,-6.666690E-03,+2.35115723E-04
-1.000550E+01,-6.951760E-03,+2.42895412E-04
-1.006080E+01,-7.250580E-03,+2.50940594E-04
-1.011640E+01,-7.563430E-03,+2.59255382E-04
-1.017220E+01,-7.890570E-03,+2.67822911E-04
-1.022840E+01,-8.233820E-03,+2.76679341E-04
-1.028490E+01,-8.593610E-03,+2.85827610E-04
-1.034170E+01,-8.970900E-03,+2.95268786E-04
-1.039890E+01,-9.366950E-03,+3.05039394E-04
-1.045630E+01,-9.782160E-03,+3.15110792E-04
-1.051400E+01,-1.021763E-02,+3.25508818E-04
-1.057210E+01,-1.068030E-02,+3.36265055E-04
-1.063050E+01,-1.115680E-02,+3.47367787E-04
-1.068920E+01,-1.166190E-02,+3.58819552E-04
-1.074830E+01,-1.219300E-02,+3.70657111E-04
-1.080760E+01,-1.275110E-02,+3.82869305E-04
-1.086730E+01,-1.333810E-02,+3.95479080E-04
-1.092730E+01,-1.395590E-02,+4.08488130E-04
-1.098770E+01,-1.460580E-02,+4.21910088E-04
-1.104840E+01,-1.529020E-02,+4.35755324E-04
-1.110940E+01,-1.601080E-02,+4.50028624E-04
-1.117080E+01,-1.677010E-02,+4.64736430E-04
-1.123250E+01,-1.756930E-02,+4.79879237E-04
-1.129450E+01,-1.841070E-02,+4.95457317E-04
-1.135690E+01,-1.929720E-02,+5.11476113E-04
-1.141960E+01,-2.023110E-02,+5.27929412E-04
-1.148270E+01,-2.121460E-02,+5.44829968E-04
-1.154609E+01,-2.224900E-02,+5.62119587E-04
-1.160976E+01,-2.333870E-02,+5.79754333E-04
-1.167320E+01,-2.447410E-02,+5.97675943E-04
-1.166874E+01,-2.500160E-02,+6.05638563E-04
-1.162424E+01,-2.500120E-02,+6.03550051E-04
-1.159050E+01,-2.500090E-02,+6.01380741E-04
-1.156330E+01,-2.500070E-02,+5.99362639E-04
"-1.154016E+01
","-2.500060E-02
","+5.97412216E-04
"
