Voltage (V),Current (A),Brightness Current (A)
-4.522900E+00,-1.162370E-05,+5.46251625E-07
-4.552600E+00,-1.257440E-05,+5.90354372E-07
-4.582600E+00,-1.359060E-05,+6.39162816E-07
-4.612700E+00,-1.467220E-05,+6.86508004E-07
-4.643000E+00,-1.582120E-05,+7.40423987E-07
-4.673500E+00,-1.704510E-05,+8.01320918E-07
-4.704200E+00,-1.835260E-05,+8.61682985E-07
-4.735100E+00,-1.973310E-05,+9.23948947E-07
-4.766200E+00,-2.120360E-05,+9.97433202E-07
-4.797500E+00,-2.275910E-05,+1.06447137E-06
-4.829000E+00,-2.440400E-05,+1.14012280E-06
-4.860800E+00,-2.615650E-05,+1.22102033E-06
-4.892700E+00,-2.800620E-05,+1.30622171E-06
-4.924800E+00,-2.996520E-05,+1.40053796E-06
-4.957200E+00,-3.203460E-05,+1.49381774E-06
-4.989800E+00,-3.423110E-05,+1.59554449E-06
-5.022500E+00,-3.654070E-05,+1.70872510E-06
-5.055500E+00,-3.898690E-05,+1.81085369E-06
-5.088800E+00,-4.157480E-05,+1.93625027E-06
-5.122200E+00,-4.429770E-05,+2.05874805E-06
-5.155900E+00,-4.717320E-05,+2.19142487E-06
-5.189700E+00,-5.019820E-05,+2.33084432E-06
-5.223800E+00,-5.339200E-05,+2.47470618E-06
-5.258100E+00,-5.675120E-05,+2.63205328E-06
-5.292700E+00,-6.030120E-05,+2.80002006E-06
-5.327500E+00,-6.403160E-05,+2.97022330E-06
-5.362500E+00,-6.795640E-05,+3.14540382E-06
-5.397700E+00,-7.207810E-05,+3.33436611E-06
-5.433200E+00,-7.642230E-05,+3.53438595E-06
-5.468900E+00,-8.098490E-05,+3.73980986E-06
-5.504800E+00,-8.580810E-05,+3.96186168E-06
-5.541000E+00,-9.085790E-05,+4.19209166E-06
-5.577400E+00,-9.613240E-05,+4.43033629E-06
-5.614000E+00,-1.016900E-04,+4.68540558E-06
-5.650900E+00,-1.075250E-04,+4.95032968E-06
-5.688000E+00,-1.136250E-04,+5.22719816E-06
-5.725400E+00,-1.200490E-04,+5.52243493E-06
-5.763000E+00,-1.267960E-04,+5.82073956E-06
-5.800900E+00,-1.338680E-04,+6.14335140E-06
-5.839000E+00,-1.412710E-04,+6.47764713E-06
-5.877300E+00,-1.490200E-04,+6.82512878E-06
-5.916000E+00,-1.571810E-04,+7.19154407E-06
-5.954800E+00,-1.656840E-04,+7.57371708E-06
-5.994000E+00,-1.747260E-04,+7.97906107E-06
-6.033300E+00,-1.839660E-04,+8.40199739E-06
-6.073000E+00,-1.937790E-04,+8.83989051E-06
-6.112900E+00,-2.040490E-04,+9.29808076E-06
-6.153000E+00,-2.147860E-04,+9.77470581E-06
-6.193500E+00,-2.260630E-04,+1.02814385E-05
-6.234200E+00,-2.378450E-04,+1.08042669E-05
-6.275100E+00,-2.501670E-04,+1.13572778E-05
-6.316300E+00,-2.630720E-04,+1.19309544E-05
-6.357800E+00,-2.765840E-04,+1.25232598E-05
-6.399600E+00,-2.907370E-04,+1.31514205E-05
-6.441700E+00,-3.055580E-04,+1.38045896E-05
-6.484000E+00,-3.210380E-04,+1.44870681E-05
-6.526600E+00,-3.372670E-04,+1.52011674E-05
-6.569500E+00,-3.542250E-04,+1.59411064E-05
-6.612600E+00,-3.719450E-04,+1.67184388E-05
-6.656100E+00,-3.905410E-04,+1.75303601E-05
-6.699800E+00,-4.099330E-04,+1.83731593E-05
-6.743800E+00,-4.302160E-04,+1.92564254E-05
-6.788100E+00,-4.514370E-04,+2.01773176E-05
-6.832700E+00,-4.736540E-04,+2.11357030E-05
-6.877600E+00,-4.968780E-04,+2.21384239E-05
-6.922800E+00,-5.211720E-04,+2.31819442E-05
-6.968300E+00,-5.465970E-04,+2.42651275E-05
-7.014100E+00,-5.731620E-04,+2.54015950E-05
-7.060200E+00,-6.009380E-04,+2.65831990E-05
-7.106500E+00,-6.299370E-04,+2.78137499E-05
-7.153200E+00,-6.603100E-04,+2.90922087E-05
-7.200200E+00,-6.920660E-04,+3.04270222E-05
-7.247500E+00,-7.252660E-04,+3.18168934E-05
-7.295200E+00,-7.600460E-04,+3.32689254E-05
-7.343100E+00,-7.963370E-04,+3.47814884E-05
-7.391300E+00,-8.342560E-04,+3.63493725E-05
-7.439900E+00,-8.739670E-04,+3.79799909E-05
-7.488800E+00,-9.154890E-04,+3.96885970E-05
-7.538000E+00,-9.588760E-04,+4.14559634E-05
-7.587500E+00,-1.004221E-03,+4.33031880E-05
-7.637310E+00,-1.051730E-03,+4.52217298E-05
-7.687500E+00,-1.101310E-03,+4.72175248E-05
-7.738000E+00,-1.153200E-03,+4.92954506E-05
-7.788900E+00,-1.207550E-03,+5.14614821E-05
-7.840000E+00,-1.264210E-03,+5.37080759E-05
-7.891600E+00,-1.323650E-03,+5.60512861E-05
-7.943400E+00,-1.385710E-03,+5.84810723E-05
-7.995600E+00,-1.450660E-03,+6.10061060E-05
-8.048100E+00,-1.518520E-03,+6.36335343E-05
-8.101000E+00,-1.589660E-03,+6.63669988E-05
-8.154200E+00,-1.664030E-03,+6.92123386E-05
-8.207800E+00,-1.741900E-03,+7.21659511E-05
-8.261700E+00,-1.823330E-03,+7.52342159E-05
-8.316000E+00,-1.908580E-03,+7.84216639E-05
-8.370600E+00,-1.997790E-03,+8.17369168E-05
-8.425600E+00,-2.091220E-03,+8.51877177E-05
-8.481000E+00,-2.189090E-03,+8.87656889E-05
-8.536700E+00,-2.291560E-03,+9.24927903E-05
-8.592800E+00,-2.398940E-03,+9.63617222E-05
-8.649300E+00,-2.511470E-03,+1.00383329E-04
-8.706100E+00,-2.629240E-03,+1.04558677E-04
-8.763300E+00,-2.752700E-03,+1.08899022E-04
-8.820900E+00,-2.882240E-03,+1.13404592E-04
-8.878800E+00,-3.017840E-03,+1.18090450E-04
-8.937200E+00,-3.160350E-03,+1.23114393E-04
-8.995900E+00,-3.309640E-03,+1.28025839E-04
-9.055000E+00,-3.466320E-03,+1.33282642E-04
-9.114500E+00,-3.630900E-03,+1.38752425E-04
-9.174400E+00,-3.803600E-03,+1.44426705E-04
-9.234600E+00,-3.984770E-03,+1.50323610E-04
-9.295300E+00,-4.175400E-03,+1.56454164E-04
-9.356400E+00,-4.375740E-03,+1.62826036E-04
-9.417900E+00,-4.586400E-03,+1.69456965E-04
-9.479700E+00,-4.807780E-03,+1.76335792E-04
-9.542000E+00,-5.040930E-03,+1.83501252E-04
-9.604700E+00,-5.286360E-03,+1.90945361E-04
-9.667800E+00,-5.544930E-03,+1.98692729E-04
-9.731300E+00,-5.817200E-03,+2.06744354E-04
-9.795300E+00,-6.104690E-03,+2.15126517E-04
-9.859600E+00,-6.407430E-03,+2.23836643E-04
-9.924400E+00,-6.727100E-03,+2.32907316E-04
-9.989600E+00,-7.064730E-03,+2.42348058E-04
-1.005520E+01,-7.421530E-03,+2.52176693E-04
-1.012130E+01,-7.799080E-03,+2.62413992E-04
-1.018780E+01,-8.198570E-03,+2.73077779E-04
-1.025470E+01,-8.621220E-03,+2.84174133E-04
-1.032210E+01,-9.069500E-03,+2.95752801E-04
-1.038990E+01,-9.544610E-03,+3.07805670E-04
-1.045820E+01,-1.004942E-02,+3.20389835E-04
-1.052690E+01,-1.059060E-02,+3.33503188E-04
-1.059610E+01,-1.115570E-02,+3.47178181E-04
-1.066570E+01,-1.176150E-02,+3.61440595E-04
-1.073580E+01,-1.240730E-02,+3.76336435E-04
-1.080630E+01,-1.309530E-02,+3.91867800E-04
-1.087730E+01,-1.382990E-02,+4.08103644E-04
-1.094880E+01,-1.461440E-02,+4.25045627E-04
-1.102070E+01,-1.545290E-02,+4.42731118E-04
-1.109310E+01,-1.635050E-02,+4.61219538E-04
-1.116600E+01,-1.731320E-02,+4.80539107E-04
-1.123930E+01,-1.834510E-02,+5.00700805E-04
-1.131320E+01,-1.945360E-02,+5.21783463E-04
-1.138750E+01,-2.064480E-02,+5.43792154E-04
-1.146230E+01,-2.192770E-02,+5.66787442E-04
-1.153760E+01,-2.331170E-02,+5.90800413E-04
-1.161340E+01,-2.480700E-02,+6.15890762E-04
-1.168970E+01,-2.642540E-02,+6.42088408E-04
-1.176650E+01,-2.818380E-02,+6.69452873E-04
-1.184390E+01,-3.010280E-02,+6.98030040E-04
-1.192170E+01,-3.220220E-02,+7.27741877E-04
"-1.200000E+01
","-3.449350E-02
","+7.58198490E-04
"
