Voltage (V),Current (A),Brightness Current (A)
-6.656100E+00,-2.729590E-04,+9.68482644E-06
-6.692900E+00,-2.858230E-04,+1.01301356E-05
-6.729900E+00,-2.992170E-04,+1.05916653E-05
-6.767000E+00,-3.131070E-04,+1.10846799E-05
-6.804400E+00,-3.276050E-04,+1.15880426E-05
-6.842000E+00,-3.426990E-04,+1.21120406E-05
-6.879800E+00,-3.584200E-04,+1.26626127E-05
-6.917800E+00,-3.747700E-04,+1.32212965E-05
-6.956000E+00,-3.917720E-04,+1.38152702E-05
-6.994400E+00,-4.094580E-04,+1.44264400E-05
-7.033000E+00,-4.278530E-04,+1.50629479E-05
-7.071900E+00,-4.470450E-04,+1.57252956E-05
-7.110900E+00,-4.669650E-04,+1.64123856E-05
-7.150200E+00,-4.877470E-04,+1.71259167E-05
-7.189700E+00,-5.093470E-04,+1.78670558E-05
-7.229400E+00,-5.318090E-04,+1.86420520E-05
-7.269400E+00,-5.551900E-04,+1.94394820E-05
-7.309500E+00,-5.794890E-04,+2.02678593E-05
-7.349900E+00,-6.048020E-04,+2.11290601E-05
-7.390500E+00,-6.311180E-04,+2.20306862E-05
-7.431300E+00,-6.584920E-04,+2.29558850E-05
-7.472300E+00,-6.869370E-04,+2.39230195E-05
-7.513600E+00,-7.165750E-04,+2.49225367E-05
-7.555100E+00,-7.473840E-04,+2.59617836E-05
-7.596800E+00,-7.794010E-04,+2.70317423E-05
-7.638800E+00,-8.127910E-04,+2.81530202E-05
-7.681000E+00,-8.474690E-04,+2.93164637E-05
-7.723400E+00,-8.835290E-04,+3.05216738E-05
-7.766100E+00,-9.211030E-04,+3.17692489E-05
-7.809000E+00,-9.601190E-04,+3.30658709E-05
-7.852100E+00,-1.000729E-03,+3.44113374E-05
-7.895500E+00,-1.042985E-03,+3.58036086E-05
-7.939100E+00,-1.087020E-03,+3.72489312E-05
-7.982900E+00,-1.132620E-03,+3.87412969E-05
-8.027000E+00,-1.180130E-03,+4.02919184E-05
-8.071400E+00,-1.229630E-03,+4.19118867E-05
-8.115900E+00,-1.280990E-03,+4.35759910E-05
-8.160800E+00,-1.334580E-03,+4.53085357E-05
-8.205800E+00,-1.390120E-03,+4.71009410E-05
-8.251200E+00,-1.448100E-03,+4.89595530E-05
-8.296700E+00,-1.508260E-03,+5.08836346E-05
-8.342600E+00,-1.571060E-03,+5.28859395E-05
-8.388600E+00,-1.636200E-03,+5.49517463E-05
-8.435000E+00,-1.704180E-03,+5.70916028E-05
-8.481600E+00,-1.774770E-03,+5.93188306E-05
-8.528400E+00,-1.848200E-03,+6.16157377E-05
-8.575500E+00,-1.924650E-03,+6.39978434E-05
-8.622900E+00,-2.004340E-03,+6.64698950E-05
-8.670500E+00,-2.087100E-03,+6.90296506E-05
-8.718400E+00,-2.173370E-03,+7.16764089E-05
-8.766600E+00,-2.263230E-03,+7.44250991E-05
-8.815000E+00,-2.356630E-03,+7.72634636E-05
-8.863700E+00,-2.453990E-03,+8.02090310E-05
-8.912600E+00,-2.555310E-03,+8.32550559E-05
-8.961800E+00,-2.660820E-03,+8.64161654E-05
-9.011300E+00,-2.770790E-03,+8.96865813E-05
-9.061100E+00,-2.885380E-03,+9.30777518E-05
-9.111200E+00,-3.004820E-03,+9.65917527E-05
-9.161500E+00,-3.129100E-03,+1.00223776E-04
-9.212100E+00,-3.258680E-03,+1.03985704E-04
-9.263000E+00,-3.393870E-03,+1.07886116E-04
-9.314100E+00,-3.534610E-03,+1.11921845E-04
-9.365600E+00,-3.681620E-03,+1.16112483E-04
-9.417300E+00,-3.834700E-03,+1.20609977E-04
-9.469300E+00,-3.994290E-03,+1.24928730E-04
-9.521600E+00,-4.160990E-03,+1.29574478E-04
-9.574200E+00,-4.334870E-03,+1.34387265E-04
-9.627100E+00,-4.516500E-03,+1.39375735E-04
-9.680300E+00,-4.706030E-03,+1.44537484E-04
-9.733700E+00,-4.903570E-03,+1.49881897E-04
-9.787500E+00,-5.110240E-03,+1.55430474E-04
-9.841600E+00,-5.326240E-03,+1.61169555E-04
-9.895900E+00,-5.551740E-03,+1.67111936E-04
-9.950600E+00,-5.787760E-03,+1.73284422E-04
-1.000550E+01,-6.033940E-03,+1.79657902E-04
-1.006080E+01,-6.291820E-03,+1.86271031E-04
-1.011640E+01,-6.561470E-03,+1.93131733E-04
-1.017220E+01,-6.843460E-03,+2.00228881E-04
-1.022840E+01,-7.138840E-03,+2.07589557E-04
-1.028490E+01,-7.447990E-03,+2.15217430E-04
-1.034170E+01,-7.771840E-03,+2.23124055E-04
-1.039890E+01,-8.111570E-03,+2.31327964E-04
-1.045630E+01,-8.467360E-03,+2.39821105E-04
-1.051400E+01,-8.839930E-03,+2.48612728E-04
-1.057210E+01,-9.230990E-03,+2.57743901E-04
-1.063050E+01,-9.640880E-03,+2.67187815E-04
-1.068920E+01,-1.007100E-02,+2.76986469E-04
-1.074830E+01,-1.053610E-02,+2.87230013E-04
-1.080760E+01,-1.099800E-02,+2.97678115E-04
-1.086730E+01,-1.149590E-02,+3.08576951E-04
-1.092730E+01,-1.201880E-02,+3.19877437E-04
-1.098770E+01,-1.256860E-02,+3.31581144E-04
-1.104840E+01,-1.314620E-02,+3.43697715E-04
-1.110940E+01,-1.375330E-02,+3.56238774E-04
-1.117080E+01,-1.439180E-02,+3.69217346E-04
-1.123250E+01,-1.506210E-02,+3.82643340E-04
-1.129450E+01,-1.576370E-02,+3.96448379E-04
-1.135690E+01,-1.650070E-02,+4.10714935E-04
-1.141960E+01,-1.727450E-02,+4.25404741E-04
-1.148270E+01,-1.809180E-02,+4.40645608E-04
-1.154610E+01,-1.894770E-02,+4.56313364E-04
-1.160990E+01,-1.984430E-02,+4.72395159E-04
-1.167400E+01,-2.077230E-02,+4.88727626E-04
-1.173850E+01,-2.174350E-02,+5.05413867E-04
-1.180314E+01,-2.272510E-02,+5.22121310E-04
-1.186777E+01,-2.432950E-02,+5.48351132E-04
-1.188021E+01,-2.500160E-02,+5.59742770E-04
"-1.184093E+01
","-2.500310E-02
","+5.58957169E-04
"
